Row ID,Order ID,Order Year,Order Month,Order Day,Dispatch Year,Dispatch Month,Dispatch Day,Delivery Mode,Customer ID,Customer Name,Segment,City,State/Province,Country\Region,Sales Region,Product ID,Category,Sub-Category,Discount,Product,Sales,Quantity,Profit
7412,GT-2017-122147,2017,11,19,2017,11,24,Standard Class,OL-19645,Olga Laureano,Corporate,Villa Nueva,Guatemala,Guatemala,LATAM - Central,OFF-EN-10003392,Office Supplies,Envelopes,0,"Kraft Peel and Seal, Set of 50",174,2,43.2
7413,GT-2017-122147,2017,11,19,2017,11,24,Standard Class,OL-19645,Olga Laureano,Corporate,Villa Nueva,Guatemala,Guatemala,LATAM - Central,OFF-ST-10003153,Office Supplies,Storage,0,"Tenex File Cart, Single Width",3564,5,35
7415,GT-2017-122147,2017,11,19,2017,11,24,Standard Class,OL-19645,Olga Laureano,Corporate,Villa Nueva,Guatemala,Guatemala,LATAM - Central,TEC-CO-10002232,Technology,Copiers,0,"HP Ink, Laser",2126.4,6,849.6
7416,MX-2017-129574,2017,9,12,2017,9,17,Standard Class,CO-13105,Cosme Ojeda,Corporate,Guadalajara,Jalisco,Mexico,LATAM - North,FUR-BO-10001831,Furniture,Bookcases,0,"Sauder Floating Shelf Set, Metal",2507.4,7,275.8
7422,DO-2017-169117,2017,9,7,2017,9,8,First Class,MS-18655,Mauricio Salgado,Corporate,Santo Domingo,Santo Domingo,Dominican Republic,LATAM - Caribbean,OFF-BI-10002986,Office Supplies,Binders,0.2,"Avery Binder Covers, Recycled",234.72,3,-23.88
7423,MX-2017-100468,2017,11,2,2017,11,7,Standard Class,AP-11620,Aureliano Pizarro,Consumer,Tehuacán,Puebla,Mexico,LATAM - North,TEC-CO-10003406,Technology,Copiers,0.002,"HP Fax and Copier, Laser",1918.56,2,745.7552
7424,BR-2015-136630,2015,6,23,2015,6,27,Standard Class,VM-21475,Valentina Méndez,Home Office,Oriximiná,Pará,Brazil,LATAM - South,OFF-ST-10000520,Office Supplies,Storage,0,"Eldon Folders, Blue",2470.2,3,1062
7425,BR-2017-101028,2017,6,29,2017,7,3,Standard Class,TL-21115,Teodoro Llarnas,Corporate,Camaçari,Bahía,Brazil,LATAM - South,TEC-CO-10002157,Technology,Copiers,0,"Canon Fax Machine, Laser",1061.6,4,296.8
7426,BR-2017-101028,2017,6,29,2017,7,3,Standard Class,TL-21115,Teodoro Llarnas,Corporate,Camaçari,Bahía,Brazil,LATAM - South,OFF-BI-10001058,Office Supplies,Binders,0,"Ibico Binding Machine, Clear",138.8,2,33.2
7427,MX-2017-149797,2017,7,6,2017,7,12,Standard Class,PS-19855,Pancho Saavedra,Corporate,Hermosillo,Sonora,Mexico,LATAM - North,OFF-PA-10004111,Office Supplies,Paper,0.2,"Enermax Parchment Paper, Multicolor",3757.6,5,-517.4
7428,MX-2018-138940,2018,12,17,2018,12,23,Standard Class,NM-19090,Néstor Mena,Consumer,San Juan del Río,Querétaro,Mexico,LATAM - North,OFF-AR-10000980,Office Supplies,Art,0,"Sanford Pencil Sharpener, Water Color",116.8,2,37.2
7429,MX-2016-158610,2016,11,3,2016,11,9,Standard Class,PC-19915,Patrocinio Castro,Consumer,Ciudad de México,Distrito Federal,Mexico,LATAM - North,OFF-BI-10001820,Office Supplies,Binders,0,"Wilson Jones Binding Machine, Durable",110.8,2,49.6
7430,MX-2016-158610,2016,11,3,2016,11,9,Standard Class,PC-19915,Patrocinio Castro,Consumer,Ciudad de México,Distrito Federal,Mexico,LATAM - North,OFF-ST-10000988,Office Supplies,Storage,0.2,"Fellowes Folders, Blue",9852.48,2,246.08
7431,MX-2016-158610,2016,11,3,2016,11,9,Standard Class,PC-19915,Patrocinio Castro,Consumer,Ciudad de México,Distrito Federal,Mexico,LATAM - North,OFF-ST-10002566,Office Supplies,Storage,0.4,"Tenex Lockers, Wire Frame",1004.4,5,-402.6
7432,HT-2015-140935,2015,12,14,2015,12,19,Standard Class,BR-11770,Bartolomé Rosales,Consumer,Carrefour,Ouest,Haiti,LATAM - Caribbean,FUR-CH-10000745,Furniture,Chairs,0.4,"Hon Chairmat, Adjustable",551.04,7,-18.76
7433,MX-2018-147599,2018,2,1,2018,2,4,First Class,CL-12505,Cipriano Lucero,Consumer,San Cristóbal de Las Casas,Chiapas,Mexico,LATAM - North,TEC-AC-10001089,Technology,Accessories,0.2,"Enermax Keyboard, Erganomic",2579.52,3,225.12
7434,MX-2018-147599,2018,2,1,2018,2,4,First Class,CL-12505,Cipriano Lucero,Consumer,San Cristóbal de Las Casas,Chiapas,Mexico,LATAM - North,OFF-BI-10001621,Office Supplies,Binders,0,"Cardinal Binding Machine, Economy",277.2,3,88.2
7435,HN-2016-105991,2016,10,13,2016,10,17,Standard Class,HC-15985,Humberto Cepeda,Consumer,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,TEC-AC-10004880,Technology,Accessories,0.4,"Logitech Keyboard, Programmable",400.32,1,-266.88
7436,HN-2016-105991,2016,10,13,2016,10,17,Standard Class,HC-15985,Humberto Cepeda,Consumer,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,OFF-ST-10002506,Office Supplies,Storage,0.4,"Smead Lockers, Blue",220.56,1,-44.24
7437,BO-2018-132885,2018,11,25,2018,12,2,Standard Class,OL-19570,Odiseo Liébanas,Consumer,La Paz,La Paz,Bolivia,LATAM - South,OFF-AR-10001228,Office Supplies,Art,0,"Stanley Markers, Water Color",57.2,1,15.4
7438,BO-2018-132885,2018,11,25,2018,12,2,Standard Class,OL-19570,Odiseo Liébanas,Consumer,La Paz,La Paz,Bolivia,LATAM - South,FUR-BO-10001039,Furniture,Bookcases,0,"Dania Classic Bookcase, Traditional",1422,9,27
7439,BR-2018-110338,2018,10,29,2018,11,1,First Class,MT-18235,Maya Tapia,Corporate,Guarapari,Espíritu Santo,Brazil,LATAM - South,OFF-FA-10004754,Office Supplies,Fasteners,0,"Advantus Rubber Bands, 12 Pack",538.2,3,193.2
7440,BR-2018-110338,2018,10,29,2018,11,1,First Class,MT-18235,Maya Tapia,Corporate,Guarapari,Espíritu Santo,Brazil,LATAM - South,TEC-AC-10000397,Technology,Accessories,0,"Enermax Mouse, USB",6185.6,2,2350.4
7441,NI-2015-135342,2015,12,11,2015,12,15,Standard Class,CC-12880,Clotilde Carrillo,Corporate,Managua,Managua,Nicaragua,LATAM - Central,OFF-AR-10000066,Office Supplies,Art,0,"Sanford Pens, Blue",292.2,3,105
7442,NI-2015-135342,2015,12,11,2015,12,15,Standard Class,CC-12880,Clotilde Carrillo,Corporate,Managua,Managua,Nicaragua,LATAM - Central,OFF-AR-10002485,Office Supplies,Art,0,"Boston Markers, Easy-Erase",75.6,1,8.2
7443,NI-2015-135342,2015,12,11,2015,12,15,Standard Class,CC-12880,Clotilde Carrillo,Corporate,Managua,Managua,Nicaragua,LATAM - Central,OFF-BI-10003281,Office Supplies,Binders,0,"Ibico Binder, Recycled",281.6,2,11.2
7444,NI-2015-135342,2015,12,11,2015,12,15,Standard Class,CC-12880,Clotilde Carrillo,Corporate,Managua,Managua,Nicaragua,LATAM - Central,OFF-AR-10003450,Office Supplies,Art,0,"BIC Markers, Blue",233.6,4,32
7445,MX-2018-138569,2018,12,26,2018,12,27,First Class,IR-16360,Irati Rodríguez,Consumer,Tuxtla Gutiérrez,Chiapas,Mexico,LATAM - North,OFF-ST-10003414,Office Supplies,Storage,0.2,"Tenex Shelving, Industrial",1428.48,3,463.68
7446,MX-2018-148369,2018,9,15,2018,9,19,Standard Class,GL-15235,Guillermina Lebrón,Consumer,Gómez Palacio,Durango,Mexico,LATAM - North,OFF-BI-10001058,Office Supplies,Binders,0,"Ibico Binding Machine, Clear",484,5,116
7447,CU-2018-143553,2018,8,28,2018,8,30,First Class,GT-15220,Gregoria Tristán,Corporate,Santiago de Cuba,Santiago de Cuba,Cuba,LATAM - Caribbean,OFF-LA-10001676,Office Supplies,Labels,0,"Hon Removable Labels, Adjustable",178.8,2,3.2
7448,MX-2017-143917,2017,11,12,2017,11,15,First Class,SO-20800,Sandra Orta,Consumer,Ixtapaluca,México,Mexico,LATAM - North,FUR-BO-10003779,Furniture,Bookcases,0,"Ikea Library with Doors, Traditional",1656.8,4,430.4
7449,NI-2015-154326,2015,4,30,2015,5,7,Standard Class,EM-13945,Emanuel Mesa,Consumer,Managua,Managua,Nicaragua,LATAM - Central,FUR-FU-10000444,Furniture,Furnishings,0,"Advantus Stacking Tray, Erganomic",664.8,2,265.6
7451,MX-2017-123659,2017,9,21,2017,9,26,Standard Class,VC-21730,Virgilio Cardona,Home Office,Ciudad de México,Distrito Federal,Mexico,LATAM - North,OFF-SU-10003252,Office Supplies,Supplies,0.2,"Fiskars Trimmer, Steel",4960,2,1798
7452,MX-2017-123659,2017,9,21,2017,9,26,Standard Class,VC-21730,Virgilio Cardona,Home Office,Ciudad de México,Distrito Federal,Mexico,LATAM - North,FUR-FU-10004422,Furniture,Furnishings,0,"Advantus Photo Frame, Erganomic",238.8,3,13.8
7453,NI-2015-106159,2015,5,7,2015,5,9,Second Class,SS-20710,Salomón Soto,Home Office,Managua,Managua,Nicaragua,LATAM - Central,OFF-SU-10000171,Office Supplies,Supplies,0,"Elite Trimmer, Easy Grip",910.8,2,209.2
7454,MX-2015-122756,2017,1,1,2017,1,6,Standard Class,DV-13420,Dora Villaseñor,Corporate,Villahermosa,Tabasco,Mexico,LATAM - North,OFF-AR-10002094,Office Supplies,Art,0,"Boston Pencil Sharpener, Water Color",25282.6,7,1769.6
7455,MX-2015-122756,2017,1,1,2017,1,6,Standard Class,DV-13420,Dora Villaseñor,Corporate,Villahermosa,Tabasco,Mexico,LATAM - North,OFF-AR-10003633,Office Supplies,Art,0,"Binney & Smith Canvas, Easy-Erase",300.8,4,24
7456,MX-2015-122756,2017,1,1,2017,1,6,Standard Class,DV-13420,Dora Villaseñor,Corporate,Villahermosa,Tabasco,Mexico,LATAM - North,OFF-PA-10000317,Office Supplies,Paper,0.2,"Xerox Computer Printout Paper, Premium",1543.68,2,308.48
7457,MX-2015-122756,2017,1,1,2017,1,6,Standard Class,DV-13420,Dora Villaseñor,Corporate,Villahermosa,Tabasco,Mexico,LATAM - North,OFF-AR-10003466,Office Supplies,Art,0,"Binney & Smith Highlighters, Easy-Erase",89.6,2,23.2
7458,MX-2015-122756,2017,1,1,2017,1,6,Standard Class,DV-13420,Dora Villaseñor,Corporate,Villahermosa,Tabasco,Mexico,LATAM - North,FUR-BO-10002182,Furniture,Bookcases,0,"Safco Floating Shelf Set, Pine",460.8,3,87
7459,MX-2015-121433,2015,3,26,2015,3,30,Standard Class,LC-17635,León Caballero,Corporate,Ciudad de México,Distrito Federal,Mexico,LATAM - North,FUR-CH-10001582,Furniture,Chairs,0,"Office Star Executive Leather Armchair, Black",467.2,4,219.2
7460,BR-2017-100265,2017,7,13,2017,7,18,Standard Class,LA-17980,Lorena Aguayo,Corporate,Campo Grande,Mato Grosso del Sur,Brazil,LATAM - South,TEC-PH-10003960,Technology,Phones,0,"Apple Speaker Phone, with Caller ID",1437,3,100.2
7461,BR-2017-100265,2017,7,13,2017,7,18,Standard Class,LA-17980,Lorena Aguayo,Corporate,Campo Grande,Mato Grosso del Sur,Brazil,LATAM - South,OFF-PA-10003994,Office Supplies,Paper,0,"Eaton Note Cards, Premium",7318.2,3,1463.4
7462,PA-2018-135685,2018,6,19,2018,6,23,Standard Class,IC-16555,Ingrid Calvillo,Corporate,Arraiján,Panamá,Panama,LATAM - Central,OFF-BI-10003724,Office Supplies,Binders,0.4,"Cardinal Index Tab, Economy",382.2,7,-217
7463,PA-2018-135685,2018,6,19,2018,6,23,Standard Class,IC-16555,Ingrid Calvillo,Corporate,Arraiján,Panamá,Panama,LATAM - Central,OFF-LA-10003967,Office Supplies,Labels,0.4,"Smead Color Coded Labels, Adjustable",344.16,3,-80.64
7464,BR-2016-109729,2016,11,3,2016,11,7,Standard Class,IS-16120,Isaac Sarabia,Home Office,Fortaleza,Ceará,Brazil,LATAM - South,OFF-LA-10004929,Office Supplies,Labels,0,"Novimex Color Coded Labels, Laser Printer Compatible",12921,5,1550
7465,CL-2017-157875,2017,10,9,2017,10,11,First Class,AN-10870,Aarón Navarrete,Consumer,Rancagua,Libertador General Bernardo O'Higgins,Chile,LATAM - South,OFF-AR-10001546,Office Supplies,Art,0,"Binney & Smith Sketch Pad, Easy-Erase",1293.2,2,452.4
7466,CL-2017-157875,2017,10,9,2017,10,11,First Class,AN-10870,Aarón Navarrete,Consumer,Rancagua,Libertador General Bernardo O'Higgins,Chile,LATAM - South,OFF-AR-10000980,Office Supplies,Art,0,"Sanford Pencil Sharpener, Water Color",93.2,2,0
7467,PE-2018-104010,2018,9,24,2018,9,28,Standard Class,BP-11815,Bautista Porras,Corporate,Lima,Lima (city),Peru,LATAM - South,OFF-SU-10000429,Office Supplies,Supplies,0.4,"Elite Ruler, Easy Grip",5683.32,3,-1421.28
7468,PE-2018-104010,2018,9,24,2018,9,28,Standard Class,BP-11815,Bautista Porras,Corporate,Lima,Lima (city),Peru,LATAM - South,OFF-AR-10003031,Office Supplies,Art,0.4,"Binney & Smith Pens, Fluorescent",207.36,6,-104.64
7469,PE-2018-104010,2018,9,24,2018,9,28,Standard Class,BP-11815,Bautista Porras,Corporate,Lima,Lima (city),Peru,LATAM - South,TEC-PH-10004823,Technology,Phones,0.4,"Nokia Smart Phone, Full Size",1115.52,2,-148.88
7470,PE-2018-104010,2018,9,24,2018,9,28,Standard Class,BP-11815,Bautista Porras,Corporate,Lima,Lima (city),Peru,LATAM - South,OFF-AR-10002382,Office Supplies,Art,0.4,"Binney & Smith Pencil Sharpener, Water Color",47.04,1,1.44
7471,BR-2017-112921,2017,7,3,2017,7,4,First Class,QG-20185,Quintín Guajardo,Consumer,Ribeirão Preto,São Paulo,Brazil,LATAM - South,FUR-BO-10001405,Furniture,Bookcases,0,"Bush Stackable Bookrack, Pine",4156.2,3,82.8
7472,GT-2018-128692,2018,9,17,2018,9,23,Standard Class,EA-14140,Elisenda Aguilar,Home Office,Mixco,Guatemala,Guatemala,LATAM - Central,OFF-AR-10001533,Office Supplies,Art,0,"Sanford Sketch Pad, Easy-Erase",2225.6,4,934.4
7473,GT-2018-128692,2018,9,17,2018,9,23,Standard Class,EA-14140,Elisenda Aguilar,Home Office,Mixco,Guatemala,Guatemala,LATAM - Central,OFF-FA-10001698,Office Supplies,Fasteners,0,"Stockwell Clamps, Assorted Sizes",250.8,2,47.6
7474,GT-2018-128692,2018,9,17,2018,9,23,Standard Class,EA-14140,Elisenda Aguilar,Home Office,Mixco,Guatemala,Guatemala,LATAM - Central,OFF-PA-10000876,Office Supplies,Paper,0,"Eaton Computer Printout Paper, Multicolor",4098,5,737
7475,MX-2017-160514,2017,5,15,2017,5,19,Second Class,ES-14515,Eulalia Sánchez,Consumer,Campeche,Campeche,Mexico,LATAM - North,FUR-BO-10000155,Furniture,Bookcases,0,"Dania Corner Shelving, Metal",429.6,6,210
7476,HN-2017-160178,2017,4,11,2017,4,13,First Class,SC-20740,Salvador Calderón,Home Office,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,OFF-SU-10002379,Office Supplies,Supplies,0.4,"Fiskars Letter Opener, High Speed",478.56,2,-16.24
7477,HN-2017-160178,2017,4,11,2017,4,13,First Class,SC-20740,Salvador Calderón,Home Office,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,OFF-PA-10000450,Office Supplies,Paper,0.4,"Green Bar Note Cards, Multicolor",5805.6,4,-2612.8
7478,HN-2017-160178,2017,4,11,2017,4,13,First Class,SC-20740,Salvador Calderón,Home Office,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Central,OFF-SU-10001808,Office Supplies,Supplies,0.4,"Elite Shears, High Speed",1241.4,5,-621.6
7479,MX-2017-163790,2017,12,24,2017,12,29,Second Class,EG-14320,Eulalio García,Consumer,Morelia,Michoacán,Mexico,LATAM - North,OFF-AR-10003012,Office Supplies,Art,0,"Sanford Markers, Easy-Erase",142,2,44
7480,MX-2017-163790,2017,12,24,2017,12,29,Second Class,EG-14320,Eulalio García,Consumer,Morelia,Michoacán,Mexico,LATAM - North,OFF-ST-10001222,Office Supplies,Storage,0.4,"Eldon Shelving, Single Width",405.6,4,-34.4
7481,MX-2017-163790,2017,12,24,2017,12,29,Second Class,EG-14320,Eulalio García,Consumer,Morelia,Michoacán,Mexico,LATAM - North,FUR-FU-10000135,Furniture,Furnishings,0,"Tenex Photo Frame, Black",379,5,56
7482,MX-2017-163790,2017,12,24,2017,12,29,Second Class,EG-14320,Eulalio García,Consumer,Morelia,Michoacán,Mexico,LATAM - North,OFF-AR-10000980,Office Supplies,Art,0,"Sanford Pencil Sharpener, Water Color",175.2,3,55.8
7483,MX-2017-163790,2017,12,24,2017,12,29,Second Class,EG-14320,Eulalio García,Consumer,Morelia,Michoacán,Mexico,LATAM - North,OFF-BI-10001119,Office Supplies,Binders,0,"Wilson Jones Index Tab, Clear",341.4,3,3
7484,MX-2016-140704,2016,5,8,2016,5,13,Standard Class,DS-13450,Diana Serna,Home Office,Cancún,Quintana Roo,Mexico,LATAM - North,TEC-PH-10004992,Technology,Phones,0,"Apple Office Telephone, Full Size",1825.8,3,219
7485,MX-2016-140704,2016,5,8,2016,5,13,Standard Class,DS-13450,Diana Serna,Home Office,Cancún,Quintana Roo,Mexico,LATAM - North,TEC-PH-10000437,Technology,Phones,0.002,"Cisco Signal Booster, VoIP",6356.26,5,2661.262
7486,MX-2016-140704,2016,5,8,2016,5,13,Standard Class,DS-13450,Diana Serna,Home Office,Cancún,Quintana Roo,Mexico,LATAM - North,OFF-PA-10003105,Office Supplies,Paper,0.2,"SanDisk Parchment Paper, Premium",5402.88,6,-67.92
7487,MX-2016-149972,2016,10,7,2016,10,9,Second Class,MC-18865,Miguel Chapa,Consumer,León,Guanajuato,Mexico,LATAM - North,OFF-AR-10000711,Office Supplies,Art,0,"BIC Pens, Easy-Erase",406.4,2,44.4
7489,MX-2018-142706,2018,9,27,2018,10,2,Standard Class,SP-20950,Silvia Pérez,Corporate,Tepic,Nayarit,Mexico,LATAM - North,OFF-LA-10004332,Office Supplies,Labels,0.2,"Novimex File Folder Labels, Adjustable",3900.8,5,-927.2
7490,MX-2018-142706,2018,9,27,2018,10,2,Standard Class,SP-20950,Silvia Pérez,Corporate,Tepic,Nayarit,Mexico,LATAM - North,OFF-BI-10001249,Office Supplies,Binders,0,"Acco Hole Reinforcements, Recycled",95.6,1,21.8
7491,MX-2018-142706,2018,9,27,2018,10,2,Standard Class,SP-20950,Silvia Pérez,Corporate,Tepic,Nayarit,Mexico,LATAM - North,OFF-ST-10002608,Office Supplies,Storage,0.4,"Eldon Box, Industrial",491.04,3,-204.96
7492,MX-2018-142706,2018,9,27,2018,10,2,Standard Class,SP-20950,Silvia Pérez,Corporate,Tepic,Nayarit,Mexico,LATAM - North,TEC-CO-10003534,Technology,Copiers,0.002,"HP Fax and Copier, Digital",5059.06,2,141.8616
7493,MX-2018-142706,2018,9,27,2018,10,2,Standard Class,SP-20950,Silvia Pérez,Corporate,Tepic,Nayarit,Mexico,LATAM - North,TEC-PH-10004028,Technology,Phones,0,"Apple Headset, Full Size",2753,5,192
7494,MX-2018-142706,2018,9,27,2018,10,2,Standard Class,SP-20950,Silvia Pérez,Corporate,Tepic,Nayarit,Mexico,LATAM - North,TEC-AC-10001904,Technology,Accessories,0,"Logitech Mouse, Bluetooth",789.6,4,386.4
7495,MX-2018-142706,2018,9,27,2018,10,2,Standard Class,SP-20950,Silvia Pérez,Corporate,Tepic,Nayarit,Mexico,LATAM - North,FUR-BO-10002889,Furniture,Bookcases,0,"Dania Stackable Bookrack, Pine",940.8,3,187.8
7496,MX-2015-102344,2015,12,30,2016,1,1,Second Class,MA-18580,Matilde Alvarado,Corporate,Querétaro,Querétaro,Mexico,LATAM - North,OFF-SU-10001657,Office Supplies,Supplies,0.2,"Acme Box Cutter, High Speed",1392.96,6,417.36
7497,MX-2015-102344,2015,12,30,2016,1,1,Second Class,MA-18580,Matilde Alvarado,Corporate,Querétaro,Querétaro,Mexico,LATAM - North,FUR-TA-10000115,Furniture,Tables,0,"Barricks Coffee Table, Fully Assembled",178.4,2,30
7498,CU-2016-113614,2016,12,4,2016,12,10,Standard Class,LV-17575,Lourdes Villegas,Consumer,Las Tunas,Las Tunas,Cuba,LATAM - Caribbean,TEC-MA-10003557,Technology,Machines,0.002,"Panasonic Inkjet, Durable",3920.14,4,659.344
7499,CU-2016-113614,2016,12,4,2016,12,10,Standard Class,LV-17575,Lourdes Villegas,Consumer,Las Tunas,Las Tunas,Cuba,LATAM - Caribbean,TEC-PH-10001432,Technology,Phones,0,"Motorola Signal Booster, Cordless",2703,5,135
7500,PA-2016-101301,2016,4,21,2016,4,23,First Class,AU-11290,Aria Urbina,Consumer,La Chorrera,Panamá,Panama,LATAM - Central,TEC-CO-10003523,Technology,Copiers,0.402,"Brother Wireless Fax, High-Speed",2307.44,3,-1049.5572
7501,MX-2018-158008,2018,11,20,2018,11,26,Standard Class,JG-17020,Juno Guerrero,Consumer,Culiacán,Sinaloa,Mexico,LATAM - North,FUR-FU-10004640,Furniture,Furnishings,0,"Tenex Light Bulb, Durable",1658,5,447
7502,MX-2018-158008,2018,11,20,2018,11,26,Standard Class,JG-17020,Juno Guerrero,Consumer,Culiacán,Sinaloa,Mexico,LATAM - North,OFF-ST-10001999,Office Supplies,Storage,0.4,"Tenex Folders, Wire Frame",227.16,3,-23.04
7503,MX-2018-158008,2018,11,20,2018,11,26,Standard Class,JG-17020,Juno Guerrero,Consumer,Culiacán,Sinaloa,Mexico,LATAM - North,OFF-ST-10002555,Office Supplies,Storage,0.4,"Eldon Lockers, Industrial",623.52,3,10.32
7504,BO-2017-142405,2017,9,29,2017,10,1,First Class,SC-20665,Salomé Castillo,Home Office,Santa Cruz de la Sierra,Santa Cruz,Bolivia,LATAM - South,OFF-LA-10003969,Office Supplies,Labels,0,"Novimex Legal Exhibit Labels, Laser Printer Compatible",956,5,248
7505,MX-2018-129980,2018,9,23,2018,9,25,Second Class,CS-12850,Cornelio Sauceda,Consumer,Ciudad de México,Distrito Federal,Mexico,LATAM - North,FUR-CH-10001802,Furniture,Chairs,0,"Novimex Rocking Chair, Black",1215,3,194.4
7506,BR-2015-123995,2015,4,15,2015,4,20,Standard Class,CL-12640,Cintio Luján,Consumer,Porto Alegre,Río Grande del Sur,Brazil,LATAM - South,TEC-AC-10003415,Technology,Accessories,0,"SanDisk Router, Erganomic",1132.8,2,101.6
7507,BR-2015-123995,2015,4,15,2015,4,20,Standard Class,CL-12640,Cintio Luján,Consumer,Porto Alegre,Río Grande del Sur,Brazil,LATAM - South,OFF-PA-10001223,Office Supplies,Paper,0,"SanDisk Cards & Envelopes, Premium",2502,3,800.4
7508,BR-2015-123995,2015,4,15,2015,4,20,Standard Class,CL-12640,Cintio Luján,Consumer,Porto Alegre,Río Grande del Sur,Brazil,LATAM - South,FUR-FU-10000142,Furniture,Furnishings,0,"Tenex Stacking Tray, Erganomic",1790,5,304
7509,BR-2015-123995,2015,4,15,2015,4,20,Standard Class,CL-12640,Cintio Luján,Consumer,Porto Alegre,Río Grande del Sur,Brazil,LATAM - South,OFF-BI-10000894,Office Supplies,Binders,0,"Avery Binder Covers, Clear",168,3,72
7510,BR-2015-123995,2015,4,15,2015,4,20,Standard Class,CL-12640,Cintio Luján,Consumer,Porto Alegre,Río Grande del Sur,Brazil,LATAM - South,FUR-CH-10002543,Furniture,Chairs,0,"SAFCO Steel Folding Chair, Set of Two",124.4,2,48.4
7511,SV-2018-117716,2018,7,30,2018,8,5,Standard Class,HA-15970,Horacio Armendáriz,Consumer,Soyapango,San Salvador,El Salvador,LATAM - Central,OFF-BI-10003616,Office Supplies,Binders,0,"Avery Binding Machine, Clear",299.2,1,137.6
7512,SV-2018-117716,2018,7,30,2018,8,5,Standard Class,HA-15970,Horacio Armendáriz,Consumer,Soyapango,San Salvador,El Salvador,LATAM - Central,OFF-SU-10003130,Office Supplies,Supplies,0,"Acme Trimmer, Serrated",4385.6,4,1578.4
7513,SV-2018-117716,2018,7,30,2018,8,5,Standard Class,HA-15970,Horacio Armendáriz,Consumer,Soyapango,San Salvador,El Salvador,LATAM - Central,TEC-PH-10001937,Technology,Phones,0,"Nokia Audio Dock, Full Size",3550,2,1704
7514,SV-2018-117716,2018,7,30,2018,8,5,Standard Class,HA-15970,Horacio Armendáriz,Consumer,Soyapango,San Salvador,El Salvador,LATAM - Central,TEC-AC-10003172,Technology,Accessories,0,"Memorex Numeric Keypad, Bluetooth",542.8,2,211.6
7515,MX-2017-157378,2017,2,16,2017,2,21,Second Class,ÁU-10285,Águeda Urbina,Corporate,Cancún,Quintana Roo,Mexico,LATAM - North,FUR-BO-10000002,Furniture,Bookcases,0,"Bush Classic Bookcase, Mobile",288,4,65.6
7516,BR-2016-137918,2016,9,5,2016,9,11,Standard Class,CF-12280,Cristian Ferro,Consumer,Santa Cruz do Sul,Río Grande del Sur,Brazil,LATAM - South,OFF-EN-10003103,Office Supplies,Envelopes,0,"GlobeWeis Manila Envelope, with clear poly window",122.4,1,8.4
7517,BR-2016-137918,2016,9,5,2016,9,11,Standard Class,CF-12280,Cristian Ferro,Consumer,Santa Cruz do Sul,Río Grande del Sur,Brazil,LATAM - South,OFF-AR-10002454,Office Supplies,Art,0,"Binney & Smith Canvas, Water Color",165.6,2,61.2
7518,BR-2016-137918,2016,9,5,2016,9,11,Standard Class,CF-12280,Cristian Ferro,Consumer,Santa Cruz do Sul,Río Grande del Sur,Brazil,LATAM - South,OFF-ST-10004489,Office Supplies,Storage,0,"Smead Lockers, Single Width",2743.2,3,795
7519,CO-2017-108091,2017,12,22,2017,12,25,First Class,NL-19435,Noa León,Consumer,Barranquilla,Atlántico,Colombia,LATAM - South,OFF-BI-10004554,Office Supplies,Binders,0,"Avery Index Tab, Clear",281.2,2,36.4
7520,GT-2016-129651,2016,7,14,2016,7,17,First Class,BL-11725,Baltasar Luján,Consumer,Amatitlán,Guatemala,Guatemala,LATAM - Central,OFF-AR-10002805,Office Supplies,Art,0,"Boston Sketch Pad, Blue",219,3,82.8
7521,GT-2016-129651,2016,7,14,2016,7,17,First Class,BL-11725,Baltasar Luján,Consumer,Amatitlán,Guatemala,Guatemala,LATAM - Central,OFF-SU-10003234,Office Supplies,Supplies,0,"Acme Box Cutter, Easy Grip",3758.4,6,525.6
7522,GT-2018-154655,2018,3,8,2018,3,13,Standard Class,CM-12760,Clemencia Mendoza,Corporate,Chimaltenango,Chimaltenango,Guatemala,LATAM - Central,OFF-LA-10003390,Office Supplies,Labels,0,"Harbour Creations File Folder Labels, 5000 Label Set",1512,6,756
7523,MX-2018-165946,2018,8,15,2018,8,22,Standard Class,WV-21820,Wendi Valdés,Consumer,Tuxtla Gutiérrez,Chiapas,Mexico,LATAM - North,OFF-BI-10000620,Office Supplies,Binders,0,"Wilson Jones Index Tab, Economy",223.2,2,17.6
7524,HT-2017-102596,2017,8,2,2017,8,8,Standard Class,VA-21445,Valentina Acuna,Corporate,Carrefour,Ouest,Haiti,LATAM - Caribbean,FUR-BO-10004483,Furniture,Bookcases,0.4,"Ikea Floating Shelf Set, Pine",1132.8,2,-736.4
7525,HT-2017-102596,2017,8,2,2017,8,8,Standard Class,VA-21445,Valentina Acuna,Corporate,Carrefour,Ouest,Haiti,LATAM - Caribbean,OFF-EN-10003177,Office Supplies,Envelopes,0.4,"Kraft Interoffice Envelope, Recycled",415.8,3,61.8
